PROVNUM,day_of_week,CNA_contract_hours_mean,CNA_contract_hours_min,CNA_contract_hours_max
335673,Tuesday,125.1923076923077,85.0,163.75
335798,Saturday,125.13692307692307,82.14,158.15
335070,Sunday,124.71153846153847,84.5,161.75
335581,Sunday,124.60692307692307,83.07,168.67
335772,Wednesday,124.48076923076923,82.75,152.0
335332,Saturday,123.64230769230768,98.49,164.57
335381,Friday,123.38538461538461,71.0,185.53
335574,Friday,123.38461538461539,104.75,160.25
335070,Monday,123.36538461538461,60.75,178.25
335381,Wednesday,123.35,78.4,185.0
335132,Tuesday,123.25,49.0,179.75
335178,Saturday,123.07692307692308,107.0,141.5
335020,Tuesday,122.51923076923077,76.0,199.25
335381,Thursday,122.03923076923077,58.39,175.45
335673,Thursday,122.03846153846153,91.25,148.0
335531,Monday,121.59615384615384,94.0,152.75
335093,Friday,120.8423076923077,87.5,160.25
335644,Wednesday,120.81384615384614,90.57,157.4
335224,Saturday,120.76384615384616,65.93,202.24
335648,Saturday,120.73153846153846,94.64,157.5
335673,Wednesday,120.5576923076923,101.0,146.75
335673,Monday,120.40384615384616,76.75,147.0
335824,Thursday,119.90384615384616,96.75,145.25
335379,Monday,119.78846153846153,90.5,166.0
335531,Thursday,119.6923076923077,93.5,143.0
335824,Friday,119.46153846153847,71.5,168.0
335093,Wednesday,119.44076923076923,75.75,174.5
335224,Monday,119.41846153846154,67.25,207.62
335574,Wednesday,119.40384615384616,95.25,163.5
335310,Monday,118.53846153846153,99.25,136.0
335480,Saturday,118.32538461538462,63.12,161.79
335665,Sunday,118.15384615384616,58.75,156.25
335178,Monday,118.01923076923077,86.0,161.25
335673,Saturday,117.90384615384616,58.75,149.0
335379,Sunday,117.90384615384616,95.0,163.25
335495,Monday,117.87692307692308,78.5,144.68
335531,Tuesday,117.73076923076923,82.0,142.75
335125,Friday,117.55230769230769,74.78,146.33
335799,Friday,117.48076923076923,95.75,146.25
335265,Friday,117.3076923076923,59.75,192.5
335224,Sunday,117.27384615384615,62.23,179.84
335328,Friday,116.57384615384616,82.5,149.67
335574,Tuesday,116.5,72.75,164.75
335224,Thursday,116.41538461538462,63.13,165.5
335015,Saturday,115.86692307692307,85.3,158.61
335382,Thursday,115.78846153846153,76.5,153.25
335015,Monday,115.7423076923077,68.16,266.86
335824,Saturday,115.61538461538461,71.25,197.5
335379,Friday,115.5576923076923,91.75,134.25
335132,Friday,114.84615384615384,31.25,172.25
335023,Wednesday,114.5,77.0,168.75
335799,Saturday,114.4423076923077,96.0,135.0
335480,Sunday,114.38153846153847,68.8,150.84
335850,Thursday,114.30461538461539,86.59,148.1
335005,Friday,114.23076923076923,73.7,140.97
335574,Thursday,113.65384615384616,64.75,166.25
335172,Tuesday,113.46000000000001,77.57,174.64
335648,Monday,113.39076923076922,78.57,142.49
335772,Monday,113.3076923076923,63.0,160.0
335703,Friday,113.07692307692308,62.25,184.75
335273,Monday,112.64307692307693,59.96,154.61
335821,Saturday,112.54615384615384,76.74,129.12
335824,Tuesday,112.46153846153847,86.0,148.25
335665,Wednesday,112.3076923076923,73.75,139.5
335673,Sunday,112.11538461538461,77.25,142.75
335379,Wednesday,111.81923076923077,95.15,139.5
335644,Monday,111.57307692307693,79.79,135.74
335381,Monday,111.20307692307694,74.72,179.98
335274,Monday,110.84846153846154,77.92,144.31
335648,Thursday,110.5023076923077,91.33,140.06
335850,Sunday,110.12769230769231,62.13,155.02
335850,Tuesday,110.11692307692307,90.45,141.29
335648,Sunday,110.03153846153847,82.87,131.42
335523,Friday,109.82692307692308,89.5,146.25
335850,Monday,109.81846153846155,76.39,135.93
335703,Saturday,109.5576923076923,54.75,153.25
335799,Monday,109.34615384615384,87.0,143.25
335274,Tuesday,109.19,38.35,173.39
335172,Sunday,109.18692307692308,45.07,215.25
335574,Sunday,109.15384615384616,75.75,155.5
335648,Friday,108.72615384615385,88.61,131.73
335273,Thursday,108.54153846153847,75.87,145.5
335821,Tuesday,108.39384615384617,72.66,150.97
335531,Friday,108.38461538461539,63.25,140.0
335495,Saturday,108.28923076923077,84.02,136.25
335382,Wednesday,108.09615384615384,55.0,150.0
335648,Wednesday,107.91,80.69,159.29
335523,Wednesday,107.90384615384616,81.5,134.75
335522,Saturday,107.78846153846153,50.0,185.5
335723,Tuesday,107.63692307692307,65.0,146.85
335273,Wednesday,107.46000000000001,87.28,146.97
335338,Saturday,107.28846153846153,70.5,164.75
335172,Monday,107.19307692307692,59.83,212.22
335373,Tuesday,107.08846153846154,64.5,180.27
335020,Wednesday,106.67307692307692,64.5,178.5
335523,Tuesday,106.09615384615384,65.5,129.5
335723,Saturday,105.9176923076923,77.2,136.78
335812,Monday,105.78615384615385,52.37,211.0
335274,Thursday,105.78307692307693,64.59,153.92
335557,Saturday,105.51923076923077,81.75,126.25
335156,Saturday,105.28846153846153,69.75,131.5
335515,Friday,105.23076923076923,88.75,122.0
335523,Saturday,105.0823076923077,45.25,156.75
335382,Friday,105.01923076923077,56.0,173.75
335648,Tuesday,104.82461538461538,70.27,135.87
335381,Saturday,104.74076923076922,48.67,177.71
335821,Friday,104.39692307692309,75.09,136.21
335644,Sunday,104.33538461538461,71.82,154.89
335834,Saturday,104.28846153846153,66.0,132.25
335644,Tuesday,104.17999999999999,77.11,141.92
335744,Tuesday,104.09615384615384,65.25,137.75
335824,Wednesday,104.0576923076923,81.75,137.5
335734,Monday,103.88461538461539,70.0,138.0
335005,Monday,103.84923076923077,88.64,126.22
335480,Thursday,103.77846153846153,76.14,160.0
335332,Sunday,103.69923076923077,0.0,154.98
335005,Saturday,103.57384615384616,63.83,125.16
335515,Saturday,103.41,75.25,119.75
335178,Sunday,103.23076923076923,71.0,127.25
335273,Tuesday,103.14461538461539,84.45,128.13
335703,Monday,102.96153846153847,29.0,166.5
335387,Friday,102.89769230769231,68.6,123.41
335328,Tuesday,102.84923076923077,70.5,137.7
335005,Tuesday,102.76384615384616,52.96,143.53
335023,Thursday,102.73076923076923,89.25,122.0
335821,Wednesday,102.24307692307693,30.81,129.18
335772,Tuesday,101.61538461538461,49.0,167.5
335125,Saturday,101.30230769230769,71.91,124.72
335172,Wednesday,101.26307692307692,59.76,155.46
335821,Thursday,101.16384615384617,56.87,126.43
335480,Friday,101.11846153846153,64.56,122.18
335744,Friday,101.07692307692308,65.25,122.25
335459,Thursday,100.76923076923077,82.25,118.75
335491,Wednesday,100.71153846153847,58.75,131.25
335812,Tuesday,100.17538461538462,6.68,180.0
335723,Friday,100.05615384615385,68.71,136.02
335379,Tuesday,99.8076923076923,78.75,122.0
335637,Saturday,99.7523076923077,77.6,128.04
335834,Tuesday,99.59615384615384,68.75,144.0
335459,Friday,99.51923076923077,80.0,128.5
335459,Tuesday,99.46153846153847,79.0,116.75
335523,Thursday,99.46153846153847,74.75,126.25
335788,Saturday,99.27615384615386,62.47,150.71
335127,Friday,99.26923076923077,71.5,127.75
335125,Sunday,99.10846153846154,79.35,125.68
335172,Saturday,99.06076923076922,58.7,149.07
335127,Tuesday,98.84615384615384,66.5,118.5
335744,Thursday,98.84615384615384,73.5,123.25
335292,Friday,98.41923076923078,57.25,125.25
335758,Tuesday,98.3076923076923,77.75,142.5
335824,Monday,98.25,73.5,123.75
335480,Tuesday,97.61846153846153,59.3,114.53
335523,Monday,97.61538461538461,74.5,140.0
335172,Friday,97.44999999999999,61.84,157.02
335574,Monday,97.42307692307692,65.5,129.0
335196,Sunday,97.32692307692308,78.25,122.0
335459,Wednesday,97.23076923076923,70.25,114.25
335382,Saturday,97.1923076923077,50.75,168.5
335559,Saturday,97.17307692307692,60.25,127.75
335254,Thursday,96.86538461538461,75.0,126.0
335834,Sunday,96.86538461538461,60.75,123.25
335405,Tuesday,96.67307692307692,62.5,156.25
335382,Monday,96.40384615384616,17.5,183.0
335637,Sunday,95.87846153846155,60.0,118.72
335557,Tuesday,95.84615384615384,67.75,116.75
335127,Wednesday,95.78846153846153,72.25,112.0
335821,Monday,95.61538461538461,25.65,122.84
335531,Saturday,95.59615384615384,73.75,121.75
335127,Monday,95.59615384615384,64.5,117.25
335772,Friday,95.51923076923077,50.0,116.5
335023,Tuesday,95.36538461538461,69.75,110.75
335850,Friday,95.30307692307693,70.56,124.71
335405,Wednesday,95.09615384615384,74.0,131.5
335796,Wednesday,94.96153846153847,75.0,114.75
335812,Wednesday,94.7576923076923,44.0,171.5
335734,Thursday,94.75,64.75,133.25
335824,Sunday,94.71153846153847,64.25,142.0
335812,Thursday,94.67999999999999,15.25,150.0
335723,Thursday,94.65461538461538,72.55,119.27
335484,Friday,94.53538461538461,65.25,119.27
335005,Thursday,94.45307692307694,66.64,120.76
335373,Thursday,94.36384615384615,57.25,149.37
335772,Thursday,94.3076923076923,66.75,116.25
335491,Thursday,94.25,37.0,143.0
335850,Wednesday,94.22461538461539,70.21,118.07
335405,Friday,94.17307692307692,72.25,124.25
335005,Wednesday,93.76153846153846,66.43,117.68
335254,Saturday,93.36538461538461,80.5,111.75
335495,Sunday,93.06846153846155,66.17,136.24
335015,Thursday,92.91,59.62,177.45
335522,Sunday,92.78846153846153,42.0,158.75
335744,Sunday,92.61538461538461,65.25,123.25
335387,Tuesday,92.54846153846155,59.47,116.92
335328,Wednesday,92.46538461538461,48.33,118.58
335156,Thursday,92.4423076923077,64.25,131.25
335571,Monday,92.4423076923077,62.0,109.5
335491,Friday,92.3076923076923,51.5,132.5
335515,Wednesday,92.24384615384616,66.5,123.67
335373,Friday,92.11923076923077,59.06,127.76
335557,Thursday,92.0576923076923,70.25,113.5
335571,Thursday,91.82692307692308,59.5,115.0
335127,Thursday,91.75,76.0,125.0
335461,Sunday,91.66538461538462,38.75,145.06
335005,Sunday,91.56076923076922,66.93,126.76
335132,Monday,91.4423076923077,34.0,150.25
335432,Wednesday,91.42846153846153,65.08,113.26
335571,Tuesday,91.32692307692308,60.75,123.25
335461,Monday,91.2046153846154,68.5,106.75
335461,Wednesday,91.10769230769232,67.75,107.25
335812,Friday,91.07538461538462,39.23,162.0
335515,Thursday,90.90384615384616,52.5,111.5
335515,Monday,90.89769230769231,66.5,112.0
335379,Thursday,90.78846153846153,69.0,116.75
335382,Tuesday,90.75,25.75,176.75
335172,Thursday,90.65692307692308,58.0,137.53
335382,Sunday,90.5576923076923,40.25,190.25
335074,Sunday,90.55538461538461,74.51,110.36
335557,Wednesday,90.53846153846153,63.0,115.25
335484,Tuesday,90.30307692307693,72.55,111.34
335357,Saturday,89.96461538461539,45.58,144.17
335480,Wednesday,89.84538461538462,49.6,115.8
335373,Wednesday,89.81615384615384,61.5,123.37
335015,Tuesday,89.81076923076922,52.48,127.04
335480,Monday,89.74,62.62,116.78
335799,Sunday,89.6923076923077,77.75,104.5
335723,Wednesday,89.65923076923076,57.22,128.5
335361,Friday,89.50846153846155,48.73,133.17
335531,Sunday,88.73076923076923,59.5,117.0
335744,Saturday,88.53846153846153,50.75,123.25
335723,Sunday,88.26153846153846,56.8,115.0
335127,Saturday,88.23076923076923,68.25,110.5
335023,Saturday,88.15384615384616,56.0,108.75
335254,Tuesday,88.13461538461539,62.5,121.5
335381,Sunday,88.12692307692308,40.77,163.77
335571,Wednesday,88.11538461538461,64.0,125.75
335656,Saturday,88.0823076923077,45.75,121.72
335373,Monday,88.05461538461539,35.5,121.5
335265,Saturday,88.01923076923077,48.75,126.25
335788,Friday,87.76076923076924,54.1,125.06
335432,Thursday,87.54846153846155,58.98,110.74
335796,Saturday,87.46153846153847,63.25,108.75
335789,Wednesday,87.44769230769231,56.96,111.45
335361,Monday,87.35461538461537,64.44,125.11
335830,Friday,87.23923076923076,38.53,151.48
335472,Tuesday,87.07692307692308,66.0,110.5
335789,Tuesday,86.63230769230769,56.47,108.53
